$S PC/LIMS V1
$S Devices V1
$S device PC Control V1
P 3.0	S 2213520755
$E
$S device 841 Titrando V1
P 5.841.0014	S 02102
$S ADC1
ADC 3.770.0110	S 08679
$E
$S MSB1
$S 801
S 06255	
$E
$E
$S MSB2
$S 800
S 06203	
$E
$E
$E
$E
$S Sample data V1
240516_Anoxic_Kelp_3.13		10.0	mL
$E
$S MPL V1
$S Mode 1
1	0.0	4.459	2.30000	0.0	25.0
2	2.0	4.459	2.34000	1353.4	25.0
3	4.0	4.450	2.40700	1936.5	25.0
4	6.0	4.430	2.51600	3056.7	25.0
5	8.0	4.374	2.68300	4878.0	25.0
6	10.0	4.332	2.85300	5260.0	25.0
7	12.0	4.291	3.01200	4810.9	25.0
8	14.0	4.238	3.16100	4505.6	25.0
9	16.0	4.196	3.30000	4206.1	25.0
10	18.0	4.131	3.42900	3920.3	25.0
11	20.0	4.089	3.54800	3594.6	25.0
12	22.0	4.055	3.66000	3372.7	25.0
13	24.0	4.028	3.76600	3202.0	25.0
14	26.0	4.004	3.86800	3070.9	25.0
15	28.0	3.970	3.96500	2938.0	25.0
16	30.0	3.939	4.05700	2763.6	25.0
17	32.0	3.923	4.14500	2658.2	25.0
18	34.0	3.913	4.23100	2586.5	25.0
19	36.0	3.894	4.31500	2530.9	25.0
20	38.0	3.864	4.39500	2446.8	25.0
21	40.0	3.843	4.47100	2288.1	25.0
22	42.0	3.835	4.54600	2220.6	25.0
23	44.0	3.817	4.61800	2189.2	25.0
24	46.0	3.804	4.68800	2105.0	25.0
25	48.0	3.788	4.75700	2071.0	25.0
26	50.0	3.771	4.82300	2000.5	25.0
27	52.0	3.747	4.88800	1941.2	25.0
28	54.0	3.741	4.94900	1853.0	25.0
29	56.0	3.730	5.01000	1822.7	25.0
30	58.0	3.721	5.07000	1792.9	25.0
31	60.0	3.681	5.12500	1730.8	25.0
32	62.0	3.696	5.16600	1203.8	25.0
33	64.0	3.685	5.22100	1634.8	25.0
34	66.0	3.676	5.27500	1639.0	25.0
35	68.0	3.666	5.32900	1605.4	25.0
36	70.0	3.654	5.38100	1564.6	25.0
37	72.0	3.644	5.43100	1525.5	25.0
38	74.0	3.629	5.48100	1489.6	25.0
39	76.0	3.621	5.52900	1449.3	25.0
40	78.0	3.615	5.57600	1423.6	25.0
41	80.0	3.602	5.62300	1404.7	25.0
42	82.0	3.596	5.66800	1368.5	25.0
43	84.0	3.586	5.71300	1333.7	25.0
44	86.0	3.580	5.75700	1325.5	25.0
45	88.0	3.566	5.80000	1297.9	25.0
46	90.0	3.560	5.84200	1266.6	25.0
47	92.0	3.551	5.88300	1238.7	25.0
48	94.0	3.548	5.92400	1227.7	25.0
49	96.0	3.539	5.96400	1194.9	25.0
50	98.0	3.529	6.00400	1200.0	25.0
51	100.0	3.522	6.04200	1162.6	25.0
52	102.0	3.516	6.08100	1149.7	25.0
53	104.0	3.509	6.11800	1130.3	25.0
54	106.0	3.503	6.15500	1111.3	25.0
55	108.0	3.494	6.19200	1098.4	25.0
56	110.0	3.489	6.22700	1076.1	25.0
57	112.0	3.481	6.26200	1062.5	25.0
58	114.0	3.473	6.29700	1046.2	25.0
59	116.0	3.467	6.33100	1028.8	25.0
60	118.0	3.463	6.36500	1011.4	25.0
61	120.0	3.451	6.39800	985.1	25.0
62	122.0	3.449	6.43000	974.4	25.0
63	124.0	3.441	6.46200	970.9	25.0
64	126.0	3.436	6.49400	954.2	25.0
65	128.0	3.435	6.52600	939.6	25.0
66	130.0	3.423	6.55700	938.3	25.0
67	132.0	3.420	6.58700	918.3	25.0
68	134.0	3.417	6.61700	903.7	25.0
69	136.0	3.412	6.64700	900.4	25.0
70	138.0	3.406	6.67700	894.9	25.0
71	140.0	3.401	6.70600	874.1	25.0
72	142.0	3.397	6.73500	871.1	25.0
73	144.0	3.389	6.76400	854.2	25.0
74	146.0	3.386	6.79200	839.9	25.0
75	148.0	3.382	6.82000	837.1	25.0
76	150.0	3.377	6.84700	830.1	25.0
77	152.0	3.373	6.87500	824.3	25.0
78	154.0	3.368	6.90200	812.7	25.0
79	156.0	3.364	6.92800	800.4	25.0
80	158.0	3.360	6.95500	801.2	25.0
81	160.0	3.355	6.98100	789.7	25.0
82	162.0	3.349	7.00700	782.6	25.0
83	164.0	3.347	7.03300	777.4	25.0
84	166.0	3.342	7.05900	765.8	25.0
85	168.0	3.338	7.08400	759.2	25.0
86	170.0	3.333	7.10900	749.1	25.0
87	172.0	3.330	7.13400	750.2	25.0
88	174.0	3.326	7.15800	737.1	25.0
89	176.0	3.321	7.18300	728.1	25.0
90	178.0	3.317	7.20700	724.1	25.0
91	180.0	3.313	7.23100	718.6	25.0
92	182.0	3.310	7.25400	712.9	25.0
93	184.0	3.307	7.27800	708.2	25.0
94	186.0	3.302	7.30100	702.9	25.0
95	188.0	3.297	7.32400	690.2	25.0
96	190.0	3.296	7.34700	689.2	25.0
97	192.0	3.292	7.37000	686.9	25.0
98	194.0	3.289	7.39300	684.8	25.0
99	196.0	3.283	7.41500	672.3	25.0
100	198.0	3.281	7.43800	671.6	25.0
101	200.0	3.278	7.46000	664.8	25.0
102	202.0	3.274	7.48200	663.4	25.0
103	204.0	3.268	7.50400	652.8	25.0
104	206.0	3.266	7.52500	648.3	25.0
105	208.0	3.266	7.54700	646.9	25.0
106	210.0	3.261	7.56800	643.2	25.0
107	212.0	3.258	7.58900	632.4	25.0
108	214.0	3.256	7.61100	628.7	25.0
109	216.0	3.253	7.63200	622.0	25.0
110	218.0	3.250	7.65200	616.6	25.0
111	220.0	3.246	7.67300	621.6	25.0
112	222.0	3.241	7.69400	622.5	25.0
113	224.0	3.238	7.71400	608.7	25.0
114	226.0	3.234	7.73400	600.0	25.0
115	228.0	3.231	7.75500	629.9	25.0
116	230.0	3.230	7.77500	593.9	25.0
117	232.0	3.228	7.79500	600.0	25.0
118	234.0	3.224	7.81400	594.5	25.0
119	236.0	3.220	7.83400	577.3	25.0
120	238.0	3.218	7.85400	607.0	25.0
121	240.0	3.215	7.87300	589.6	25.0
