Sample,Datetime,Mode,Mean_volume,Mean_surface,Mean_inclusive,SD,SD_inclusive,Skewness,Kurtosis,0.02,0.02244,0.025179,0.028251,0.031698,0.035566,0.039905,0.044774,0.050238,0.056368,0.063246,0.070963,0.079621,0.089337,0.100237,0.112468,0.126191,0.141589,0.158866,0.17825,0.2,0.224404,0.251785,0.282508,0.316979,0.355656,0.399052,0.447744,0.502377,0.563677,0.632456,0.709627,0.796214,0.893367,1.002374,1.124683,1.261915,1.415892,1.588656,1.782502,2,2.244037,2.517851,2.825075,3.169786,3.556559,3.990525,4.477442,5.023773,5.636766,6.324555,7.096268,7.962143,8.933672,10.023745,11.246826,12.619147,14.158916,15.886565,17.825019,20,22.440369,25.178508,28.250751,31.697864,35.565588,39.905246,44.774423,50.237729,56.367659,63.245553,70.962678,79.621434,89.336718,100.237447,112.468265,126.191469,141.589157,158.865647,178.250188,200,224.403691,251.785082,282.507509,316.978638,355.655882,399.052463,447.744228,502.377286,563.676586,632.455532,709.626778,796.214341,893.367184,1002.374467,1124.68265,1261.914689,1415.891569,1588.656469,1782.501876,2000
C_1_1_21,"Friday, 22 August 2025 10:54:22 AM",523.47,562.85,476.538,Inclusive Mean =  .95 phi (Coarse Sand),Standard Deviation =  232.28 um =  2.11phi,Inclusive SD (Sorting Coeff.) =  .6 phi (Moderately Well Sorted),Inclusive Skewness =  .01 (Near Symmetrical),Inclusive Kurtosis = .93 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391212,1.183581,2.258746,3.627999,5.150251,6.74675,8.188072,9.359896,10.085929,10.284167,9.919939,9.04765,7.743093,6.198875,4.53586,2.976163,1.629169,0.622964,0.049684,0,0
C_1_1_21,"Friday, 22 August 2025 10:55:30 AM",527.965,569.438,480.128,Inclusive Mean =  .93 phi (Coarse Sand),Standard Deviation =  238.07 um =  2.07phi,Inclusive SD (Sorting Coeff.) =  .61 phi (Moderately Well Sorted),Inclusive Skewness =  .01 (Near Symmetrical),Inclusive Kurtosis = .93 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403004,1.181419,2.227131,3.564881,5.051429,6.614633,8.032957,9.197112,9.935571,10.167265,9.854556,9.04495,7.806823,6.320922,4.7057,3.162802,1.82372,0.824851,0.080274,0,0
C_1_1_21,"Friday, 22 August 2025 10:56:37 AM",531.993,570.6,482.796,Inclusive Mean =  .93 phi (Coarse Sand),Standard Deviation =  235.54 um =  2.09phi,Inclusive SD (Sorting Coeff.) =  .61 phi (Moderately Well Sorted),Inclusive Skewness =  .01 (Near Symmetrical),Inclusive Kurtosis = .93 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343991,1.093564,2.133259,3.462197,4.957556,6.54441,7.9992,9.209779,9.996368,10.270104,9.985112,9.183198,7.93078,6.411733,4.74795,3.159809,1.774047,0.732471,0.06447,0,0
C_1_1_21 - Average,"Friday, 22 August 2025 10:54:22 AM",527.8,567.63,479.807,Inclusive Mean =  .94 phi (Coarse Sand),Standard Deviation =  235.33 um =  2.09phi,Inclusive SD (Sorting Coeff.) =  .61 phi (Moderately Well Sorted),Inclusive Skewness =  .01 (Near Symmetrical),Inclusive Kurtosis = .93 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379402,1.152855,2.206379,3.551692,5.053079,6.635265,8.07341,9.255596,10.005957,10.240512,9.919869,9.091933,7.826899,6.31051,4.66317,3.099591,1.742312,0.726762,0.064809,0,0
C_1_1_20,"Friday, 22 August 2025 11:06:07 AM",551.398,600.924,502.592,Inclusive Mean =  .86 phi (Coarse Sand),Standard Deviation =  259.56 um =  1.95phi,Inclusive SD (Sorting Coeff.) =  .62 phi (Moderately Well Sorted),Inclusive Skewness =  0 (Near Symmetrical),Inclusive Kurtosis = .94 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247814,0.896456,1.841008,3.059212,4.464333,5.990455,7.431202,8.682902,9.566818,9.987724,9.884825,9.277901,8.216848,6.860176,5.317891,3.804074,2.429499,1.331253,0.581843,0.127765,0
C_1_1_20,"Friday, 22 August 2025 11:07:14 AM",547.372,603.881,502.079,Inclusive Mean =  .86 phi (Coarse Sand),Standard Deviation =  267.53 um =  1.9phi,Inclusive SD (Sorting Coeff.) =  .63 phi (Moderately Well Sorted),Inclusive Skewness = -0.01 (Near Symmetrical),Inclusive Kurtosis = .94 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26997,0.936945,1.892798,3.119719,4.522211,6.032469,7.444065,8.654805,9.492606,9.870422,9.737716,9.122604,8.079676,6.765439,5.283055,3.832506,2.511644,1.444761,0.704362,0.219722,0.062505
C_1_1_20,"Friday, 22 August 2025 11:08:22 AM",556.04,615.206,509.283,Inclusive Mean =  .84 phi (Coarse Sand),Standard Deviation =  276.41 um =  1.86phi,Inclusive SD (Sorting Coeff.) =  .64 phi (Moderately Well Sorted),Inclusive Skewness = -0.01 (Near Symmetrical),Inclusive Kurtosis = .94 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251249,0.885866,1.803166,2.986505,4.348883,5.82836,7.227002,8.447338,9.319433,9.75411,9.694007,9.156547,8.187293,6.930797,5.48576,4.049195,2.720539,1.628081,0.855885,0.316175,0.12381
C_1_1_20 - Average,"Friday, 22 August 2025 11:06:07 AM",551.553,606.67,504.63,Inclusive Mean =  .86 phi (Coarse Sand),Standard Deviation =  267.99 um =  1.9phi,Inclusive SD (Sorting Coeff.) =  .63 phi (Moderately Well Sorted),Inclusive Skewness =  0 (Near Symmetrical),Inclusive Kurtosis = .94 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256344,0.906422,1.845658,3.055145,4.445142,5.950427,7.367423,8.595015,9.459619,9.870752,9.772183,9.185684,8.161272,6.852137,5.362236,3.895258,2.553894,1.468032,0.71403,0.221328,0.061998
C_1_1_19,"Friday, 22 August 2025 11:21:29 AM",536.177,571.628,491.896,Inclusive Mean =  .91 phi (Coarse Sand),Standard Deviation =  224.02 um =  2.16phi,Inclusive SD (Sorting Coeff.) =  .57 phi (Moderately Well Sorted),Inclusive Skewness =  .01 (Near Symmetrical),Inclusive Kurtosis = .94 phi (Mesokurtic),NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17606,0.72195,1.634823,2.928795,4.518085,6.320161,8.060036,9.570418,10.593496,10.985555,10.673265,9.713317,8.211707,6.42764,4.545329,2.845814,1.473149,0.555402,0.044998,0,0
