"Plot Title: Luka_Tank_2.1"
"#","Date Time, GMT+08:00","Temp, °C (LGR S/N: 21299462, SEN S/N: 21299462, LBL: Tank 2.1)","Coupler Detached (LGR S/N: 21299462)","Coupler Attached (LGR S/N: 21299462)","Host Connected (LGR S/N: 21299462)","Stopped (LGR S/N: 21299462)","End Of File (LGR S/N: 21299462)"
1,03/06/24 12:00:00 PM,17.724,Logged,,,,
2,03/06/24 12:10:00 PM,17.724,,,,,
3,03/06/24 12:20:00 PM,17.724,,,,,
4,03/06/24 12:30:00 PM,17.724,,,,,
5,03/06/24 12:40:00 PM,17.748,,,,,
6,03/06/24 12:50:00 PM,17.748,,,,,
7,03/06/24 01:00:00 PM,17.748,,,,,
8,03/06/24 01:10:00 PM,17.748,,,,,
9,03/06/24 01:20:00 PM,17.748,,,,,
10,03/06/24 01:30:00 PM,17.748,,,,,
11,03/06/24 01:40:00 PM,17.748,,,,,
12,03/06/24 01:50:00 PM,17.748,,,,,
13,03/06/24 02:00:00 PM,17.748,,,,,
14,03/06/24 02:10:00 PM,17.748,,,,,
15,03/06/24 02:20:00 PM,17.748,,,,,
16,03/06/24 02:30:00 PM,17.748,,,,,
17,03/06/24 02:40:00 PM,17.748,,,,,
18,03/06/24 02:50:00 PM,17.724,,,,,
19,03/06/24 03:00:00 PM,17.724,,,,,
20,03/06/24 03:10:00 PM,17.701,,,,,
21,03/06/24 03:20:00 PM,17.701,,,,,
22,03/06/24 03:30:00 PM,17.701,,,,,
23,03/06/24 03:40:00 PM,17.701,,,,,
24,03/06/24 03:50:00 PM,17.677,,,,,
25,03/06/24 04:00:00 PM,17.677,,,,,
26,03/06/24 04:10:00 PM,17.677,,,,,
27,03/06/24 04:20:00 PM,17.677,,,,,
28,03/06/24 04:30:00 PM,17.653,,,,,
29,03/06/24 04:40:00 PM,17.653,,,,,
30,03/06/24 04:50:00 PM,17.629,,,,,
31,03/06/24 05:00:00 PM,17.629,,,,,
32,03/06/24 05:10:00 PM,17.653,,,,,
33,03/06/24 05:20:00 PM,17.653,,,,,
34,03/06/24 05:30:00 PM,17.653,,,,,
35,03/06/24 05:40:00 PM,17.653,,,,,
36,03/06/24 05:50:00 PM,17.629,,,,,
37,03/06/24 06:00:00 PM,17.629,,,,,
38,03/06/24 06:10:00 PM,17.629,,,,,
39,03/06/24 06:20:00 PM,17.629,,,,,
40,03/06/24 06:30:00 PM,17.605,,,,,
41,03/06/24 06:40:00 PM,17.605,,,,,
42,03/06/24 06:50:00 PM,17.605,,,,,
43,03/06/24 07:00:00 PM,17.605,,,,,
44,03/06/24 07:10:00 PM,17.605,,,,,
45,03/06/24 07:20:00 PM,17.605,,,,,
46,03/06/24 07:30:00 PM,17.605,,,,,
47,03/06/24 07:40:00 PM,17.605,,,,,
48,03/06/24 07:50:00 PM,17.605,,,,,
49,03/06/24 08:00:00 PM,17.629,,,,,
50,03/06/24 08:10:00 PM,17.605,,,,,
51,03/06/24 08:20:00 PM,17.605,,,,,
52,03/06/24 08:30:00 PM,17.605,,,,,
53,03/06/24 08:40:00 PM,17.605,,,,,
54,03/06/24 08:50:00 PM,17.629,,,,,
55,03/06/24 09:00:00 PM,17.629,,,,,
56,03/06/24 09:10:00 PM,17.629,,,,,
57,03/06/24 09:20:00 PM,17.629,,,,,
58,03/06/24 09:30:00 PM,17.629,,,,,
59,03/06/24 09:40:00 PM,17.653,,,,,
60,03/06/24 09:50:00 PM,17.653,,,,,
61,03/06/24 10:00:00 PM,17.653,,,,,
62,03/06/24 10:10:00 PM,17.653,,,,,
63,03/06/24 10:20:00 PM,17.653,,,,,
64,03/06/24 10:30:00 PM,17.653,,,,,
65,03/06/24 10:40:00 PM,17.653,,,,,
66,03/06/24 10:50:00 PM,17.653,,,,,
67,03/06/24 11:00:00 PM,17.677,,,,,
68,03/06/24 11:10:00 PM,17.677,,,,,
69,03/06/24 11:20:00 PM,17.677,,,,,
70,03/06/24 11:30:00 PM,17.677,,,,,
71,03/06/24 11:40:00 PM,17.677,,,,,
72,03/06/24 11:50:00 PM,17.677,,,,,
73,03/07/24 12:00:00 AM,17.677,,,,,
74,03/07/24 12:10:00 AM,17.701,,,,,
75,03/07/24 12:20:00 AM,17.701,,,,,
76,03/07/24 12:30:00 AM,17.701,,,,,
77,03/07/24 12:40:00 AM,17.701,,,,,
78,03/07/24 12:50:00 AM,17.701,,,,,
79,03/07/24 01:00:00 AM,17.701,,,,,
80,03/07/24 01:10:00 AM,17.701,,,,,
81,03/07/24 01:20:00 AM,17.701,,,,,
82,03/07/24 01:30:00 AM,17.701,,,,,
83,03/07/24 01:40:00 AM,17.701,,,,,
84,03/07/24 01:50:00 AM,17.724,,,,,
85,03/07/24 02:00:00 AM,17.724,,,,,
86,03/07/24 02:10:00 AM,17.724,,,,,
87,03/07/24 02:20:00 AM,17.724,,,,,
88,03/07/24 02:30:00 AM,17.724,,,,,
89,03/07/24 02:40:00 AM,17.724,,,,,
90,03/07/24 02:50:00 AM,17.748,,,,,
91,03/07/24 03:00:00 AM,17.748,,,,,
92,03/07/24 03:10:00 AM,17.748,,,,,
93,03/07/24 03:20:00 AM,17.748,,,,,
94,03/07/24 03:30:00 AM,17.748,,,,,
95,03/07/24 03:40:00 AM,17.748,,,,,
96,03/07/24 03:50:00 AM,17.748,,,,,
97,03/07/24 04:00:00 AM,17.748,,,,,
98,03/07/24 04:10:00 AM,17.748,,,,,
99,03/07/24 04:20:00 AM,17.748,,,,,
100,03/07/24 04:30:00 AM,17.772,,,,,
101,03/07/24 04:40:00 AM,17.772,,,,,
102,03/07/24 04:50:00 AM,17.772,,,,,
103,03/07/24 05:00:00 AM,17.772,,,,,
104,03/07/24 05:10:00 AM,17.772,,,,,
105,03/07/24 05:20:00 AM,17.772,,,,,
106,03/07/24 05:30:00 AM,17.772,,,,,
107,03/07/24 05:40:00 AM,17.772,,,,,
108,03/07/24 05:50:00 AM,17.772,,,,,
109,03/07/24 06:00:00 AM,17.772,,,,,
110,03/07/24 06:10:00 AM,17.772,,,,,
111,03/07/24 06:20:00 AM,17.772,,,,,
112,03/07/24 06:30:00 AM,17.772,,,,,
113,03/07/24 06:40:00 AM,17.772,,,,,
114,03/07/24 06:50:00 AM,17.796,,,,,
115,03/07/24 07:00:00 AM,17.772,,,,,
116,03/07/24 07:10:00 AM,17.796,,,,,
117,03/07/24 07:20:00 AM,17.772,,,,,
118,03/07/24 07:30:00 AM,17.796,,,,,
119,03/07/24 07:40:00 AM,17.796,,,,,
120,03/07/24 07:50:00 AM,17.796,,,,,
121,03/07/24 08:00:00 AM,17.796,,,,,
122,03/07/24 08:10:00 AM,17.796,,,,,
123,03/07/24 08:20:00 AM,17.796,,,,,
124,03/07/24 08:30:00 AM,17.772,,,,,
125,03/07/24 08:40:00 AM,17.772,,,,,
126,03/07/24 08:50:00 AM,17.772,,,,,
127,03/07/24 09:00:00 AM,17.772,,,,,
128,03/07/24 09:10:00 AM,17.772,,,,,
129,03/07/24 09:20:00 AM,17.772,,,,,
130,03/07/24 09:30:00 AM,17.772,,,,,
131,03/07/24 09:40:00 AM,17.772,,,,,
132,03/07/24 09:50:00 AM,17.772,,,,,
133,03/07/24 10:00:00 AM,17.772,,,,,
134,03/07/24 10:10:00 AM,17.772,,,,,
135,03/07/24 10:20:00 AM,17.772,,,,,
