"Plot Title: Luka_Tank_2.2"
"#","Date Time, GMT+08:00","Temp, °C (LGR S/N: 21319234, SEN S/N: 21319234, LBL: Tank 2.2)","Coupler Detached (LGR S/N: 21319234)","Coupler Attached (LGR S/N: 21319234)","Host Connected (LGR S/N: 21319234)","Stopped (LGR S/N: 21319234)","End Of File (LGR S/N: 21319234)"
1,03/06/24 12:00:00 PM,17.677,Logged,,,,
2,03/06/24 12:10:00 PM,17.677,,,,,
3,03/06/24 12:20:00 PM,17.677,,,,,
4,03/06/24 12:30:00 PM,17.677,,,,,
5,03/06/24 12:40:00 PM,17.701,,,,,
6,03/06/24 12:50:00 PM,17.701,,,,,
7,03/06/24 01:00:00 PM,17.701,,,,,
8,03/06/24 01:10:00 PM,17.701,,,,,
9,03/06/24 01:20:00 PM,17.701,,,,,
10,03/06/24 01:30:00 PM,17.701,,,,,
11,03/06/24 01:40:00 PM,17.701,,,,,
12,03/06/24 01:50:00 PM,17.701,,,,,
13,03/06/24 02:00:00 PM,17.701,,,,,
14,03/06/24 02:10:00 PM,17.701,,,,,
15,03/06/24 02:20:00 PM,17.701,,,,,
16,03/06/24 02:30:00 PM,17.701,,,,,
17,03/06/24 02:40:00 PM,17.677,,,,,
18,03/06/24 02:50:00 PM,17.677,,,,,
19,03/06/24 03:00:00 PM,17.677,,,,,
20,03/06/24 03:10:00 PM,17.677,,,,,
21,03/06/24 03:20:00 PM,17.653,,,,,
22,03/06/24 03:30:00 PM,17.653,,,,,
23,03/06/24 03:40:00 PM,17.653,,,,,
24,03/06/24 03:50:00 PM,17.629,,,,,
25,03/06/24 04:00:00 PM,17.629,,,,,
26,03/06/24 04:10:00 PM,17.629,,,,,
27,03/06/24 04:20:00 PM,17.629,,,,,
28,03/06/24 04:30:00 PM,17.605,,,,,
29,03/06/24 04:40:00 PM,17.605,,,,,
30,03/06/24 04:50:00 PM,17.605,,,,,
31,03/06/24 05:00:00 PM,17.605,,,,,
32,03/06/24 05:10:00 PM,17.605,,,,,
33,03/06/24 05:20:00 PM,17.605,,,,,
34,03/06/24 05:30:00 PM,17.605,,,,,
35,03/06/24 05:40:00 PM,17.605,,,,,
36,03/06/24 05:50:00 PM,17.605,,,,,
37,03/06/24 06:00:00 PM,17.582,,,,,
38,03/06/24 06:10:00 PM,17.582,,,,,
39,03/06/24 06:20:00 PM,17.582,,,,,
40,03/06/24 06:30:00 PM,17.582,,,,,
41,03/06/24 06:40:00 PM,17.582,,,,,
42,03/06/24 06:50:00 PM,17.558,,,,,
43,03/06/24 07:00:00 PM,17.558,,,,,
44,03/06/24 07:10:00 PM,17.558,,,,,
45,03/06/24 07:20:00 PM,17.558,,,,,
46,03/06/24 07:30:00 PM,17.558,,,,,
47,03/06/24 07:40:00 PM,17.558,,,,,
48,03/06/24 07:50:00 PM,17.582,,,,,
49,03/06/24 08:00:00 PM,17.582,,,,,
50,03/06/24 08:10:00 PM,17.582,,,,,
51,03/06/24 08:20:00 PM,17.582,,,,,
52,03/06/24 08:30:00 PM,17.582,,,,,
53,03/06/24 08:40:00 PM,17.582,,,,,
54,03/06/24 08:50:00 PM,17.582,,,,,
55,03/06/24 09:00:00 PM,17.582,,,,,
56,03/06/24 09:10:00 PM,17.582,,,,,
57,03/06/24 09:20:00 PM,17.605,,,,,
58,03/06/24 09:30:00 PM,17.605,,,,,
59,03/06/24 09:40:00 PM,17.605,,,,,
60,03/06/24 09:50:00 PM,17.605,,,,,
61,03/06/24 10:00:00 PM,17.605,,,,,
62,03/06/24 10:10:00 PM,17.605,,,,,
63,03/06/24 10:20:00 PM,17.629,,,,,
64,03/06/24 10:30:00 PM,17.629,,,,,
65,03/06/24 10:40:00 PM,17.629,,,,,
66,03/06/24 10:50:00 PM,17.629,,,,,
67,03/06/24 11:00:00 PM,17.629,,,,,
68,03/06/24 11:10:00 PM,17.629,,,,,
69,03/06/24 11:20:00 PM,17.629,,,,,
70,03/06/24 11:30:00 PM,17.629,,,,,
71,03/06/24 11:40:00 PM,17.629,,,,,
72,03/06/24 11:50:00 PM,17.653,,,,,
73,03/07/24 12:00:00 AM,17.653,,,,,
74,03/07/24 12:10:00 AM,17.653,,,,,
75,03/07/24 12:20:00 AM,17.653,,,,,
76,03/07/24 12:30:00 AM,17.653,,,,,
77,03/07/24 12:40:00 AM,17.653,,,,,
78,03/07/24 12:50:00 AM,17.653,,,,,
79,03/07/24 01:00:00 AM,17.677,,,,,
80,03/07/24 01:10:00 AM,17.677,,,,,
81,03/07/24 01:20:00 AM,17.677,,,,,
82,03/07/24 01:30:00 AM,17.677,,,,,
83,03/07/24 01:40:00 AM,17.677,,,,,
84,03/07/24 01:50:00 AM,17.677,,,,,
85,03/07/24 02:00:00 AM,17.677,,,,,
86,03/07/24 02:10:00 AM,17.701,,,,,
87,03/07/24 02:20:00 AM,17.701,,,,,
88,03/07/24 02:30:00 AM,17.701,,,,,
89,03/07/24 02:40:00 AM,17.701,,,,,
90,03/07/24 02:50:00 AM,17.701,,,,,
91,03/07/24 03:00:00 AM,17.701,,,,,
92,03/07/24 03:10:00 AM,17.701,,,,,
93,03/07/24 03:20:00 AM,17.701,,,,,
94,03/07/24 03:30:00 AM,17.701,,,,,
95,03/07/24 03:40:00 AM,17.724,,,,,
96,03/07/24 03:50:00 AM,17.724,,,,,
97,03/07/24 04:00:00 AM,17.724,,,,,
98,03/07/24 04:10:00 AM,17.724,,,,,
99,03/07/24 04:20:00 AM,17.724,,,,,
100,03/07/24 04:30:00 AM,17.724,,,,,
101,03/07/24 04:40:00 AM,17.724,,,,,
102,03/07/24 04:50:00 AM,17.724,,,,,
