ID,Treatment,Tank,Core,Depth,Sediment,Length,Sampled,Day,Mass,Inorganic,Tube,Organic,Analysed,%C,δ13C
K2.11.14,Kelp,2,11,14,Coarse,,,,,,,,,,
K2.11.15,Kelp,2,11,15,Coarse,,,,,,,,,,
K2.11.16,Kelp,2,11,16,Coarse,,,,,,,,,,
K2.11.17,Kelp,2,11,17,Coarse,,,,,,,,,,
K2.11.18,Kelp,2,11,18,Coarse,,,,,,,,,,
K2.11.19,Kelp,2,11,19,Coarse,,,,,,,,,,
K2.11.20,Kelp,2,11,20,Coarse,,,,,,,,,,
K2.11.21,Kelp,2,11,21,Coarse,,,,,,,,,,
K2.12.1,Kelp,2,12,1,Fine,,,,,,,,,,
K2.12.2,Kelp,2,12,2,Fine,,,,,,,,,,
K2.12.3,Kelp,2,12,3,Fine,,,,,,,,,,
K2.12.4,Kelp,2,12,4,Fine,,,,,,,,,,
K2.12.5,Kelp,2,12,5,Fine,,,,,,,,,,
K2.12.6,Kelp,2,12,6,Fine,,,,,,,,,,
K2.12.7,Kelp,2,12,7,Fine,,,,,,,,,,
K2.12.8,Kelp,2,12,8,Fine,,,,,,,,,,
K2.12.9,Kelp,2,12,9,Fine,,,,,,,,,,
K2.12.10,Kelp,2,12,10,Fine,,,,,,,,,,
K2.12.11,Kelp,2,12,11,Fine,,,,,,,,,,
K2.12.12,Kelp,2,12,12,Fine,,,,,,,,,,
K2.12.13,Kelp,2,12,13,Fine,,,,,,,,,,
K2.12.14,Kelp,2,12,14,Fine,,,,,,,,,,
K2.12.15,Kelp,2,12,15,Fine,,,,,,,,,,
K2.12.16,Kelp,2,12,16,Fine,,,,,,,,,,
K2.12.17,Kelp,2,12,17,Fine,,,,,,,,,,
K2.12.18,Kelp,2,12,18,Fine,,,,,,,,,,
K2.12.19,Kelp,2,12,19,Fine,,,,,,,,,,
K2.12.20,Kelp,2,12,20,Fine,,,,,,,,,,
K2.12.21,Kelp,2,12,21,Fine,,,,,,,,,,
K2.13.1,Kelp,2,13,1,Coarse,,,,,,,,,,
K2.13.2,Kelp,2,13,2,Coarse,,,,,,,,,,
K2.13.3,Kelp,2,13,3,Coarse,,,,,,,,,,
K2.13.4,Kelp,2,13,4,Coarse,,,,,,,,,,
K2.13.5,Kelp,2,13,5,Coarse,,,,,,,,,,
K2.13.6,Kelp,2,13,6,Coarse,,,,,,,,,,
K2.13.7,Kelp,2,13,7,Coarse,,,,,,,,,,
K2.13.8,Kelp,2,13,8,Coarse,,,,,,,,,,
K2.13.9,Kelp,2,13,9,Coarse,,,,,,,,,,
K2.13.10,Kelp,2,13,10,Coarse,,,,,,,,,,
K2.13.11,Kelp,2,13,11,Coarse,,,,,,,,,,
K2.13.12,Kelp,2,13,12,Coarse,,,,,,,,,,
K2.13.13,Kelp,2,13,13,Coarse,,,,,,,,,,
K2.13.14,Kelp,2,13,14,Coarse,,,,,,,,,,
K2.13.15,Kelp,2,13,15,Coarse,,,,,,,,,,
K2.13.16,Kelp,2,13,16,Coarse,,,,,,,,,,
K2.13.17,Kelp,2,13,17,Coarse,,,,,,,,,,
K2.13.18,Kelp,2,13,18,Coarse,,,,,,,,,,
K2.13.19,Kelp,2,13,19,Coarse,,,,,,,,,,
K2.13.20,Kelp,2,13,20,Coarse,,,,,,,,,,
K2.13.21,Kelp,2,13,21,Coarse,,,,,,,,,,
K2.14.1,Kelp,2,14,1,Fine,,,,,,,,,,
K2.14.2,Kelp,2,14,2,Fine,,,,,,,,,,
K2.14.3,Kelp,2,14,3,Fine,,,,,,,,,,
K2.14.4,Kelp,2,14,4,Fine,,,,,,,,,,
K2.14.5,Kelp,2,14,5,Fine,,,,,,,,,,
K2.14.6,Kelp,2,14,6,Fine,,,,,,,,,,
K2.14.7,Kelp,2,14,7,Fine,,,,,,,,,,
K2.14.8,Kelp,2,14,8,Fine,,,,,,,,,,
K2.14.9,Kelp,2,14,9,Fine,,,,,,,,,,
K2.14.10,Kelp,2,14,10,Fine,,,,,,,,,,
K2.14.11,Kelp,2,14,11,Fine,,,,,,,,,,
K2.14.12,Kelp,2,14,12,Fine,,,,,,,,,,
K2.14.13,Kelp,2,14,13,Fine,,,,,,,,,,
K2.14.14,Kelp,2,14,14,Fine,,,,,,,,,,
K2.14.15,Kelp,2,14,15,Fine,,,,,,,,,,
K2.14.16,Kelp,2,14,16,Fine,,,,,,,,,,
K2.14.17,Kelp,2,14,17,Fine,,,,,,,,,,
K2.14.18,Kelp,2,14,18,Fine,,,,,,,,,,
K2.14.19,Kelp,2,14,19,Fine,,,,,,,,,,
K2.14.20,Kelp,2,14,20,Fine,,,,,,,,,,
K2.14.21,Kelp,2,14,21,Fine,,,,,,,,,,
K2.15.1,Kelp,2,15,1,Coarse,,,,,,,,,,
K2.15.2,Kelp,2,15,2,Coarse,,,,,,,,,,
K2.15.3,Kelp,2,15,3,Coarse,,,,,,,,,,
K2.15.4,Kelp,2,15,4,Coarse,,,,,,,,,,
K2.15.5,Kelp,2,15,5,Coarse,,,,,,,,,,
K2.15.6,Kelp,2,15,6,Coarse,,,,,,,,,,
K2.15.7,Kelp,2,15,7,Coarse,,,,,,,,,,
K2.15.8,Kelp,2,15,8,Coarse,,,,,,,,,,
K2.15.9,Kelp,2,15,9,Coarse,,,,,,,,,,
K2.15.10,Kelp,2,15,10,Coarse,,,,,,,,,,
K2.15.11,Kelp,2,15,11,Coarse,,,,,,,,,,
K2.15.12,Kelp,2,15,12,Coarse,,,,,,,,,,
K2.15.13,Kelp,2,15,13,Coarse,,,,,,,,,,
K2.15.14,Kelp,2,15,14,Coarse,,,,,,,,,,
K2.15.15,Kelp,2,15,15,Coarse,,,,,,,,,,
K2.15.16,Kelp,2,15,16,Coarse,,,,,,,,,,
K2.15.17,Kelp,2,15,17,Coarse,,,,,,,,,,
K2.15.18,Kelp,2,15,18,Coarse,,,,,,,,,,
K2.15.19,Kelp,2,15,19,Coarse,,,,,,,,,,
K2.15.20,Kelp,2,15,20,Coarse,,,,,,,,,,
K2.15.21,Kelp,2,15,21,Coarse,,,,,,,,,,
